,healthCode,recordPath
0,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/79712d37-efe7-49b6-8be2-3e9060c9dcc8_0.png
1,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/df212d3e-6a76-4e27-b8a4-f6f2b0ff9c34_11.png
2,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/40cb4047-0ced-439a-aa82-953342eb0492_4.png
3,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/ca3884ec-b511-454c-88ae-e803e217e7af_3.png
4,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/bb66d47d-98ac-4615-b7e9-0a50915b8e23_0.png
5,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/f7ffb85e-cb70-4da8-ac5e-ecfe9d7b7f2b_2.png
6,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/963d627c-3778-4c85-b8f0-14b585c1f10e_0.png
7,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/c458632c-cb79-4bac-a38f-9f2dbbe1c426_6.png
8,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/15d1d39c-4ec7-4855-bfe8-11169da04721_0.png
9,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/151ae726-a766-4d56-802a-0bab992b8c9a_8.png
10,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/f3ac9c15-665d-46d4-83cd-00d1732b3f9b_21.png
11,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/7b0de745-6bd2-402d-9412-b6cf8c3f34bf_6.png
12,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/d10b2f0b-68f1-4289-8eeb-e371b753b207_8.png
13,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/9c9d424e-4888-4b72-8581-3c81b6a7c35f_5.png
14,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/994189a4-6e2e-4e18-bc74-5611063b835b_7.png
15,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/5d131b66-a1c0-417a-bc86-fbc211391a65_11.png
16,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/ae601be1-d1e9-4575-923f-d5c5a863ea45_0.png
17,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/c9da08f8-0a14-4337-ab1c-08046d771d52_5.png
18,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/757f56e3-7c1d-4654-b27c-c95eaa121bf8_9.png
19,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/2a21b222-01d9-476b-a437-4fce8135db95_7.png
20,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/643b8571-4164-4b76-bfad-a4080a21b1ec_5.png
21,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/de46fed8-5796-463b-852e-3f929262ba94_1.png
22,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/451f1a1c-d8b1-4690-9cf4-5c8d2eec0d11_5.png
23,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/45334ece-b3ba-469a-9f47-a498574ef070_16.png
24,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/dfeb554c-1bf9-4f80-8b4b-17a8b3c5ff27_3.png
25,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/8df65cf9-2fc2-4230-a73d-647354ca1966_10.png
26,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/994189a4-6e2e-4e18-bc74-5611063b835b_1.png
27,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/b3f02a36-e562-4630-b37d-f5ef85819278_2.png
28,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/437601fb-4868-491b-aa64-d302ff4718f3_18.png
29,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/bb66d47d-98ac-4615-b7e9-0a50915b8e23_4.png
30,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/5e6a7c9a-0a1d-4fcf-9ab7-66f52bd6463e_1.png
31,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/0a96d7eb-b9f6-413a-95d3-026b3174cbd0_7.png
32,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/451f1a1c-d8b1-4690-9cf4-5c8d2eec0d11_8.png
33,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/dfe55bf6-e90a-4f18-9e26-1fe5cc74e68a_16.png
34,31267c25-bffe-4f04-984a-acd95a3f4fe8,result/feature_seg/c12fe9ee-9b71-4f50-86e1-c2a6dbf48c00_4.png
